"Klasifikasi kualitas buku digital melalui smart behaviour recognising dan
algoritma sistem rekomendasi collaborative filtering pada reading teks,
game dan AR media",Teknologi Digital Cerdas (Ubiquitous Computing Technique),Klasifikasi sebagai Teknologi Digital Cerdas (Ubiquitous Computing Technique)
"“eee
Aplikasi Procedural Content Generation (PCG) untuk kategorisasi blok
tantangan dalam game flappy bird menggunakan algoritma K-Nearest
Nighbor (KNN}",Game Technology and Machine Learning Applications,Klasifikasi sebagai Game Technology and Machine Learning Applications
"Aplikasi Procedural Content Generation (PCG} untuk kategorisasi blok
tantangan dalam game flappy bird menggunakan algoritma Multi Layer
Perception (MLP)",Game Technology and Machine Learning Applications,Klasifikasi sebagai Game Technology and Machine Learning Applications
"Sistem penilaian tingkat kesulitan level pada game platformer menggunakan
obstacle matrix",Game Technology and Machine Learning Applications,Klasifikasi sebagai Game Technology and Machine Learning Applications
"Komparasi algoritma c.45, k-nearest neighbor, multilayer perceptron, dan
naive bayes pada model kognitif pemain game chem dungeon",Game Technology and Machine Learning Applications,Klasifikasi sebagai Game Technology and Machine Learning Applications
"Desain dan pengembangan permainan amogasakti trading card game
bertema mitologi pewayangan menggunakan game development life cycle",Game Technology and Machine Learning Applications,Klasifikasi sebagai Game Technology and Machine Learning Applications
"Pengembangan game pengenalan ekspresi wajah manusia untuk anak
autisme menggunakan metode design thinking",Teknologi Digital Cerdas (Ubiquitous Computing Technique),Klasifikasi sebagai Teknologi Digital Cerdas (Ubiquitous Computing Technique)
Pengembangan dan implementasi desain ui,Teknologi Digital Cerdas (Ubiquitous Computing Technique),Klasifikasi sebagai Teknologi Digital Cerdas (Ubiquitous Computing Technique)
"Sistem rekomendasi pembelian item menggunakan algoritma simple
additive weighting (saw) pada game seal online blade of destiny",Game Technology and Machine Learning Applications,Klasifikasi sebagai Game Technology and Machine Learning Applications
"Pengembangan game anatomia untuk anak-anak berbasis android
menggunakan metode design thinking",Teknologi Digital Cerdas (Ubiquitous Computing Technique),Klasifikasi sebagai Teknologi Digital Cerdas (Ubiquitous Computing Technique)
"Analisis Permainan Battle Royale Player Unknown’s Battlegrounds Mobile
{Pubg Mobile) Terkait Faktor-Faktor yang Mempengaruhi Minat Pemain
Berdasarkan Game Design Factors",Game Technology and Machine Learning Applications,Klasifikasi sebagai Game Technology and Machine Learning Applications
"Mengukur flow dalam game edukasi penjelajahan kebudayaan Indonesia
berbasis 2d platformer dan augmented reality",Game Technology and Machine Learning Applications,Klasifikasi sebagai Game Technology and Machine Learning Applications
"Kategorisasi musik latar game dengan menggunakan kombinasi k-nearest
neighbors dan agglomerative clustering",Game Technology and Machine Learning Applications,Klasifikasi sebagai Game Technology and Machine Learning Applications
"Sistem penilaian tingkat kesulitan level pada game platformer menggunakan
obstacle matrix",Game Technology and Machine Learning Applications,Klasifikasi sebagai Game Technology and Machine Learning Applications
"Komparasi algoritma c.45, k-nearest neighbor, multilayer perceptron, dan
naive bayes pada model kognitif pemain game chem dungeon",Game Technology and Machine Learning Applications,Klasifikasi sebagai Game Technology and Machine Learning Applications
"Desain dan pengembangan permainan amogasakti trading card game
bertema mitologi pewayangan menggunakan game development life cycle",Game Technology and Machine Learning Applications,Klasifikasi sebagai Game Technology and Machine Learning Applications
"Pengembangan game pengenalan ekspresi wajah manusia untuk anak
autisme menggunakan metode design thinking",Teknologi Digital Cerdas (Ubiquitous Computing Technique),Klasifikasi sebagai Teknologi Digital Cerdas (Ubiquitous Computing Technique)
Pengembangan dan implementasi desain ui,Teknologi Digital Cerdas (Ubiquitous Computing Technique),Klasifikasi sebagai Teknologi Digital Cerdas (Ubiquitous Computing Technique)
"Sistem rekomendasi pembelian item menggunakan algoritma simple
additive weighting (saw) pada game seal online blade of destiny",Game Technology and Machine Learning Applications,Klasifikasi sebagai Game Technology and Machine Learning Applications
"Pengembangan game anatomia untuk anak-anak berbasis android
menggunakan metode design thinking",Teknologi Digital Cerdas (Ubiquitous Computing Technique),Klasifikasi sebagai Teknologi Digital Cerdas (Ubiquitous Computing Technique)
"Analisis Permainan Battle Royale Player Unknown’s Battlegrounds Mobile
{Pubg Mobile) Terkait Faktor-Faktor yang Mempengaruhi Minat Pemain
Berdasarkan Game Design Factors",Game Technology and Machine Learning Applications,Klasifikasi sebagai Game Technology and Machine Learning Applications
"Mengukur flow dalam game edukasi penjelajahan kebudayaan Indonesia
berbasis 2d platformer dan augmented reality",Game Technology and Machine Learning Applications,Klasifikasi sebagai Game Technology and Machine Learning Applications
"Kategorisasi musik latar game dengan menggunakan kombinasi k-nearest
neighbors dan agglomerative clustering",Game Technology and Machine Learning Applications,Klasifikasi sebagai Game Technology and Machine Learning Applications
"Analisis behavioral user dalam menggunakan aplikasi
mytelkomsel dengan model utaut",Rekayasa pengetahuan dan ilmu data (Knowledge Engineering and Data Science),Klasifikasi sebagai Rekayasa pengetahuan dan ilmu data (Knowledge Engineering and Data Science)
"Analisis klasifikasi terbaik pada algoritma data mining
berbasis bagging",Rekayasa pengetahuan dan ilmu data (Knowledge Engineering and Data Science),Klasifikasi sebagai Rekayasa pengetahuan dan ilmu data (Knowledge Engineering and Data Science)
"Analisis k-means clustering untuk ekstraksi stopword list
bahasa jawa",Rekayasa pengetahuan dan ilmu data (Knowledge Engineering and Data Science),Klasifikasi sebagai Rekayasa pengetahuan dan ilmu data (Knowledge Engineering and Data Science)
"Analisis iiterasi digital calon guru teknix Komputer dan
Informatika pada masa pandemi covid-19 (studi kasus
mahasiswa 2018 pti - FT Universitas Negeri Malang}",Game Technology and Machine Learning Applications,Klasifikasi sebagai Game Technology and Machine Learning Applications
"Analisis sentimen review hotel menggunakan metode N-
Gram dan Naive Bayes",Rekayasa pengetahuan dan ilmu data (Knowledge Engineering and Data Science),Klasifikasi sebagai Rekayasa pengetahuan dan ilmu data (Knowledge Engineering and Data Science)
"Deteksi kemiripan topik skripsi mahasiswa teknik informatika
jurusan Teknik Elektro Universitas Negeri Malang
menggunakan agglomerative hierarchical clustering",Game Technology and Machine Learning Applications,Klasifikasi sebagai Game Technology and Machine Learning Applications
"Hubungan antara literasi belajar TIK dan pola belajar TIK
teradap kompetensi belajar TIK di kelas pada siswa kelas X
Jurusan TIK SMKN Pasuruan",Rekayasa pengetahuan dan ilmu data (Knowledge Engineering and Data Science),Klasifikasi sebagai Rekayasa pengetahuan dan ilmu data (Knowledge Engineering and Data Science)
"Implementasi algoritma K-Means clustering pada rekam
medis penyakit liver",Game Technology and Machine Learning Applications,Klasifikasi sebagai Game Technology and Machine Learning Applications
"Implementasi algoritma K-Nearest Neighbors (KNN} pada
pola Klasifikasi penyakit tahunan di Kota Malang",Game Technology and Machine Learning Applications,Klasifikasi sebagai Game Technology and Machine Learning Applications
"Analisis behavioral user dalam menggunakan aplikasi
mytelkomsel dengan model utaut",Rekayasa pengetahuan dan ilmu data (Knowledge Engineering and Data Science),Klasifikasi sebagai Rekayasa pengetahuan dan ilmu data (Knowledge Engineering and Data Science)
"Analisis klasifikasi terbaik pada algoritma data mining
berbasis bagging",Rekayasa pengetahuan dan ilmu data (Knowledge Engineering and Data Science),Klasifikasi sebagai Rekayasa pengetahuan dan ilmu data (Knowledge Engineering and Data Science)
"Analisis k-means clustering untuk ekstraksi stopword list
bahasa jawa",Rekayasa pengetahuan dan ilmu data (Knowledge Engineering and Data Science),Klasifikasi sebagai Rekayasa pengetahuan dan ilmu data (Knowledge Engineering and Data Science)
"Analisis iiterasi digital calon guru teknix Komputer dan
Informatika pada masa pandemi covid-19 (studi kasus
mahasiswa 2018 pti - FT Universitas Negeri Malang}",Game Technology and Machine Learning Applications,Klasifikasi sebagai Game Technology and Machine Learning Applications
"Analisis sentimen review hotel menggunakan metode N-
Gram dan Naive Bayes",Rekayasa pengetahuan dan ilmu data (Knowledge Engineering and Data Science),Klasifikasi sebagai Rekayasa pengetahuan dan ilmu data (Knowledge Engineering and Data Science)
"Deteksi kemiripan topik skripsi mahasiswa teknik informatika
jurusan Teknik Elektro Universitas Negeri Malang
menggunakan agglomerative hierarchical clustering",Game Technology and Machine Learning Applications,Klasifikasi sebagai Game Technology and Machine Learning Applications
"Hubungan antara literasi belajar TIK dan pola belajar TIK
teradap kompetensi belajar TIK di kelas pada siswa kelas X
Jurusan TIK SMKN Pasuruan",Rekayasa pengetahuan dan ilmu data (Knowledge Engineering and Data Science),Klasifikasi sebagai Rekayasa pengetahuan dan ilmu data (Knowledge Engineering and Data Science)
"Implementasi algoritma K-Means clustering pada rekam
medis penyakit liver",Game Technology and Machine Learning Applications,Klasifikasi sebagai Game Technology and Machine Learning Applications
"Implementasi algoritma K-Nearest Neighbors (KNN} pada
pola Klasifikasi penyakit tahunan di Kota Malang",Game Technology and Machine Learning Applications,Klasifikasi sebagai Game Technology and Machine Learning Applications
"Analisis behavioral user dalam menggunakan aplikasi
mytelkomsel dengan model utaut",Rekayasa pengetahuan dan ilmu data (Knowledge Engineering and Data Science),Klasifikasi sebagai Rekayasa pengetahuan dan ilmu data (Knowledge Engineering and Data Science)
"Analisis klasifikasi terbaik pada algoritma data mining
berbasis bagging",Rekayasa pengetahuan dan ilmu data (Knowledge Engineering and Data Science),Klasifikasi sebagai Rekayasa pengetahuan dan ilmu data (Knowledge Engineering and Data Science)
"Analisis k-means clustering untuk ekstraksi stopword list
bahasa jawa",Rekayasa pengetahuan dan ilmu data (Knowledge Engineering and Data Science),Klasifikasi sebagai Rekayasa pengetahuan dan ilmu data (Knowledge Engineering and Data Science)
"Analisis iiterasi digital calon guru teknix Komputer dan
Informatika pada masa pandemi covid-19 (studi kasus
mahasiswa 2018 pti - FT Universitas Negeri Malang}",Game Technology and Machine Learning Applications,Klasifikasi sebagai Game Technology and Machine Learning Applications
"Analisis sentimen review hotel menggunakan metode N-
Gram dan Naive Bayes",Rekayasa pengetahuan dan ilmu data (Knowledge Engineering and Data Science),Klasifikasi sebagai Rekayasa pengetahuan dan ilmu data (Knowledge Engineering and Data Science)
"Deteksi kemiripan topik skripsi mahasiswa teknik informatika
jurusan Teknik Elektro Universitas Negeri Malang
menggunakan agglomerative hierarchical clustering",Game Technology and Machine Learning Applications,Klasifikasi sebagai Game Technology and Machine Learning Applications
"Hubungan antara literasi belajar TIK dan pola belajar TIK
teradap kompetensi belajar TIK di kelas pada siswa kelas X
Jurusan TIK SMKN Pasuruan",Rekayasa pengetahuan dan ilmu data (Knowledge Engineering and Data Science),Klasifikasi sebagai Rekayasa pengetahuan dan ilmu data (Knowledge Engineering and Data Science)
"Implementasi algoritma K-Means clustering pada rekam
medis penyakit liver",Game Technology and Machine Learning Applications,Klasifikasi sebagai Game Technology and Machine Learning Applications
"Implementasi algoritma K-Nearest Neighbors (KNN} pada
pola Klasifikasi penyakit tahunan di Kota Malang",Game Technology and Machine Learning Applications,Klasifikasi sebagai Game Technology and Machine Learning Applications
"Pengembangan game edukasi untuk anak autis menggunakan metode
design thinking",Teknologi Digital Cerdas (Ubiquitous Computing Technique),Klasifikasi sebagai Teknologi Digital Cerdas (Ubiquitous Computing Technique)
"mone
Pengaruh diegetic user interface dalam meningkatkan aspek immersion
pada game bergenre role playing game",Game Technology and Machine Learning Applications,Klasifikasi sebagai Game Technology and Machine Learning Applications
"Sistem rekomendasi pembelian pemain menggunakan algoritma content
based filtering pada master league game pro evolution soccer 2020",Game Technology and Machine Learning Applications,Klasifikasi sebagai Game Technology and Machine Learning Applications
"“nee
Prediksi poin pemain pada game playerunknown\'s battleground mode solo
menggunakan algoritma linear regression",Game Technology and Machine Learning Applications,Klasifikasi sebagai Game Technology and Machine Learning Applications
"Prediksi pemilihan hero berdasarkan synergy dan counterpick dalam game
online Dota 2 menggunakan algoritma linear regression",Game Technology and Machine Learning Applications,Klasifikasi sebagai Game Technology and Machine Learning Applications
"mono
Prediksi kemenangan tim pada game mobile legend menggunakan atribut
hero dengan metode k-means clustering pada naive bayes",Rekayasa pengetahuan dan ilmu data (Knowledge Engineering and Data Science),Klasifikasi sebagai Rekayasa pengetahuan dan ilmu data (Knowledge Engineering and Data Science)
"Klasifikasi kualitas buku digital melalui smart behaviour recognising dan
algoritma sistem rekomendasi collaborative filtering pada reading teks,
game dan AR media",Teknologi Digital Cerdas (Ubiquitous Computing Technique),Klasifikasi sebagai Teknologi Digital Cerdas (Ubiquitous Computing Technique)
"“eee
Aplikasi Procedural Content Generation (PCG) untuk kategorisasi blok
tantangan dalam game flappy bird menggunakan algoritma K-Nearest
Nighbor (KNN}",Game Technology and Machine Learning Applications,Klasifikasi sebagai Game Technology and Machine Learning Applications
"Aplikasi Procedural Content Generation (PCG} untuk kategorisasi blok
tantangan dalam game flappy bird menggunakan algoritma Multi Layer
Perception (MLP)",Game Technology and Machine Learning Applications,Klasifikasi sebagai Game Technology and Machine Learning Applications
"Analisis behavioral user dalam menggunakan aplikasi
mytelkomsel dengan model utaut",Rekayasa pengetahuan dan ilmu data (Knowledge Engineering and Data Science),Klasifikasi sebagai Rekayasa pengetahuan dan ilmu data (Knowledge Engineering and Data Science)
"Prediksi pemilihan hero berdasarkan synergy dan counterpick dalam game
online Dota 2 menggunakan algoritma linear regression",Game Technology and Machine Learning Applications,Klasifikasi sebagai Game Technology and Machine Learning Applications
"mono
Prediksi kemenangan tim pada game mobile legend menggunakan atribut
hero dengan metode k-means clustering pada naive bayes",Rekayasa pengetahuan dan ilmu data (Knowledge Engineering and Data Science),Klasifikasi sebagai Rekayasa pengetahuan dan ilmu data (Knowledge Engineering and Data Science)
"Klasifikasi kualitas buku digital melalui smart behaviour recognising dan
algoritma sistem rekomendasi collaborative filtering pada reading teks,
game dan AR media",Teknologi Digital Cerdas (Ubiquitous Computing Technique),Klasifikasi sebagai Teknologi Digital Cerdas (Ubiquitous Computing Technique)
"“eee
Aplikasi Procedural Content Generation (PCG) untuk kategorisasi blok
tantangan dalam game flappy bird menggunakan algoritma K-Nearest
Nighbor (KNN}",Game Technology and Machine Learning Applications,Klasifikasi sebagai Game Technology and Machine Learning Applications
"Aplikasi Procedural Content Generation (PCG} untuk kategorisasi blok
tantangan dalam game flappy bird menggunakan algoritma Multi Layer
Perception (MLP)",Game Technology and Machine Learning Applications,Klasifikasi sebagai Game Technology and Machine Learning Applications
"Analisis behavioral user dalam menggunakan aplikasi
mytelkomsel dengan model utaut",Rekayasa pengetahuan dan ilmu data (Knowledge Engineering and Data Science),Klasifikasi sebagai Rekayasa pengetahuan dan ilmu data (Knowledge Engineering and Data Science)
"Sistem penilaian tingkat kesulitan level pada game platformer menggunakan
obstacle matrix",Game Technology and Machine Learning Applications,Klasifikasi sebagai Game Technology and Machine Learning Applications
"Prediksi pemilihan hero berdasarkan synergy dan counterpick dalam game
online Dota 2 menggunakan algoritma linear regression",Game Technology and Machine Learning Applications,Klasifikasi sebagai Game Technology and Machine Learning Applications
"mono
Prediksi kemenangan tim pada game mobile legend menggunakan atribut
hero dengan metode k-means clustering pada naive bayes",Rekayasa pengetahuan dan ilmu data (Knowledge Engineering and Data Science),Klasifikasi sebagai Rekayasa pengetahuan dan ilmu data (Knowledge Engineering and Data Science)
"Klasifikasi kualitas buku digital melalui smart behaviour recognising dan
algoritma sistem rekomendasi collaborative filtering pada reading teks,
game dan AR media",Teknologi Digital Cerdas (Ubiquitous Computing Technique),Klasifikasi sebagai Teknologi Digital Cerdas (Ubiquitous Computing Technique)
"“eee
Aplikasi Procedural Content Generation (PCG) untuk kategorisasi blok
tantangan dalam game flappy bird menggunakan algoritma K-Nearest
Nighbor (KNN}",Game Technology and Machine Learning Applications,Klasifikasi sebagai Game Technology and Machine Learning Applications
"Aplikasi Procedural Content Generation (PCG} untuk kategorisasi blok
tantangan dalam game flappy bird menggunakan algoritma Multi Layer
Perception (MLP)",Game Technology and Machine Learning Applications,Klasifikasi sebagai Game Technology and Machine Learning Applications
"Analisis behavioral user dalam menggunakan aplikasi
mytelkomsel dengan model utaut",Rekayasa pengetahuan dan ilmu data (Knowledge Engineering and Data Science),Klasifikasi sebagai Rekayasa pengetahuan dan ilmu data (Knowledge Engineering and Data Science)
"Prediksi pemilihan hero berdasarkan synergy dan counterpick dalam game
online Dota 2 menggunakan algoritma linear regression",Game Technology and Machine Learning Applications,Klasifikasi sebagai Game Technology and Machine Learning Applications
"mono
Prediksi kemenangan tim pada game mobile legend menggunakan atribut
hero dengan metode k-means clustering pada naive bayes",Rekayasa pengetahuan dan ilmu data (Knowledge Engineering and Data Science),Klasifikasi sebagai Rekayasa pengetahuan dan ilmu data (Knowledge Engineering and Data Science)
"Klasifikasi kualitas buku digital melalui smart behaviour recognising dan
algoritma sistem rekomendasi collaborative filtering pada reading teks,
game dan AR media",Teknologi Digital Cerdas (Ubiquitous Computing Technique),Klasifikasi sebagai Teknologi Digital Cerdas (Ubiquitous Computing Technique)
"“eee
Aplikasi Procedural Content Generation (PCG) untuk kategorisasi blok
tantangan dalam game flappy bird menggunakan algoritma K-Nearest
Nighbor (KNN}",Game Technology and Machine Learning Applications,Klasifikasi sebagai Game Technology and Machine Learning Applications
"Aplikasi Procedural Content Generation (PCG} untuk kategorisasi blok
tantangan dalam game flappy bird menggunakan algoritma Multi Layer
Perception (MLP)",Game Technology and Machine Learning Applications,Klasifikasi sebagai Game Technology and Machine Learning Applications
"Analisis behavioral user dalam menggunakan aplikasi
mytelkomsel dengan model utaut",Rekayasa pengetahuan dan ilmu data (Knowledge Engineering and Data Science),Klasifikasi sebagai Rekayasa pengetahuan dan ilmu data (Knowledge Engineering and Data Science)
"Prediksi pemilihan hero berdasarkan synergy dan counterpick dalam game
online Dota 2 menggunakan algoritma linear regression",Game Technology and Machine Learning Applications,Klasifikasi sebagai Game Technology and Machine Learning Applications
"mono
Prediksi kemenangan tim pada game mobile legend menggunakan atribut
hero dengan metode k-means clustering pada naive bayes",Rekayasa pengetahuan dan ilmu data (Knowledge Engineering and Data Science),Klasifikasi sebagai Rekayasa pengetahuan dan ilmu data (Knowledge Engineering and Data Science)
"Klasifikasi kualitas buku digital melalui smart behaviour recognising dan
algoritma sistem rekomendasi collaborative filtering pada reading teks,
game dan AR media",Teknologi Digital Cerdas (Ubiquitous Computing Technique),Klasifikasi sebagai Teknologi Digital Cerdas (Ubiquitous Computing Technique)
"“eee
Aplikasi Procedural Content Generation (PCG) untuk kategorisasi blok
tantangan dalam game flappy bird menggunakan algoritma K-Nearest
Nighbor (KNN}",Game Technology and Machine Learning Applications,Klasifikasi sebagai Game Technology and Machine Learning Applications
"Aplikasi Procedural Content Generation (PCG} untuk kategorisasi blok
tantangan dalam game flappy bird menggunakan algoritma Multi Layer
Perception (MLP)",Game Technology and Machine Learning Applications,Klasifikasi sebagai Game Technology and Machine Learning Applications
"Analisis behavioral user dalam menggunakan aplikasi
mytelkomsel dengan model utaut",Rekayasa pengetahuan dan ilmu data (Knowledge Engineering and Data Science),Klasifikasi sebagai Rekayasa pengetahuan dan ilmu data (Knowledge Engineering and Data Science)
"Implementasi teorema Bayes untuk manajemen antrian
berprioritas di Poliklinik Universitas Negeri Malang",Game Technology and Machine Learning Applications,Klasifikasi sebagai Game Technology and Machine Learning Applications
"Analisis behavioral user dalam menggunakan aplikasi
mytelkomsel dengan model utaut",Rekayasa pengetahuan dan ilmu data (Knowledge Engineering and Data Science),Klasifikasi sebagai Rekayasa pengetahuan dan ilmu data (Knowledge Engineering and Data Science)
"Analisis klasifikasi terbaik pada algoritma data mining
berbasis bagging",Rekayasa pengetahuan dan ilmu data (Knowledge Engineering and Data Science),Klasifikasi sebagai Rekayasa pengetahuan dan ilmu data (Knowledge Engineering and Data Science)
"Analisis k-means clustering untuk ekstraksi stopword list
bahasa jawa",Rekayasa pengetahuan dan ilmu data (Knowledge Engineering and Data Science),Klasifikasi sebagai Rekayasa pengetahuan dan ilmu data (Knowledge Engineering and Data Science)
"Analisis iiterasi digital calon guru teknix Komputer dan
Informatika pada masa pandemi covid-19 (studi kasus
mahasiswa 2018 pti - FT Universitas Negeri Malang}",Game Technology and Machine Learning Applications,Klasifikasi sebagai Game Technology and Machine Learning Applications
"Analisis sentimen review hotel menggunakan metode N-
Gram dan Naive Bayes",Rekayasa pengetahuan dan ilmu data (Knowledge Engineering and Data Science),Klasifikasi sebagai Rekayasa pengetahuan dan ilmu data (Knowledge Engineering and Data Science)
"Deteksi kemiripan topik skripsi mahasiswa teknik informatika
jurusan Teknik Elektro Universitas Negeri Malang
menggunakan agglomerative hierarchical clustering",Game Technology and Machine Learning Applications,Klasifikasi sebagai Game Technology and Machine Learning Applications
"Deteksi kemiripan topik skripsi mahasiswa teknik informatika
jurusan Teknik Elektro Universitas Negeri Malang
menggunakan agglomerative hierarchical clustering",Game Technology and Machine Learning Applications,Klasifikasi sebagai Game Technology and Machine Learning Applications
"Deteksi kemiripan topik skripsi mahasiswa teknik informatika
jurusan Teknik Elektro Universitas Negeri Malang
menggunakan agglomerative hierarchical clustering",Game Technology and Machine Learning Applications,Klasifikasi sebagai Game Technology and Machine Learning Applications
"Hubungan antara literasi belajar TIK dan pola belajar TIK
teradap kompetensi belajar TIK di kelas pada siswa kelas X
Jurusan TIK SMKN Pasuruan",Rekayasa pengetahuan dan ilmu data (Knowledge Engineering and Data Science),Klasifikasi sebagai Rekayasa pengetahuan dan ilmu data (Knowledge Engineering and Data Science)
"Analisis behavioral user dalam menggunakan aplikasi
mytelkomsel dengan model utaut",Rekayasa pengetahuan dan ilmu data (Knowledge Engineering and Data Science),Klasifikasi sebagai Rekayasa pengetahuan dan ilmu data (Knowledge Engineering and Data Science)
"Analisis klasifikasi terbaik pada algoritma data mining
berbasis bagging",Rekayasa pengetahuan dan ilmu data (Knowledge Engineering and Data Science),Klasifikasi sebagai Rekayasa pengetahuan dan ilmu data (Knowledge Engineering and Data Science)
"Analisis k-means clustering untuk ekstraksi stopword list
bahasa jawa",Rekayasa pengetahuan dan ilmu data (Knowledge Engineering and Data Science),Klasifikasi sebagai Rekayasa pengetahuan dan ilmu data (Knowledge Engineering and Data Science)
"Analisis iiterasi digital calon guru teknix Komputer dan
Informatika pada masa pandemi covid-19 (studi kasus
mahasiswa 2018 pti - FT Universitas Negeri Malang}",Game Technology and Machine Learning Applications,Klasifikasi sebagai Game Technology and Machine Learning Applications
"Analisis sentimen review hotel menggunakan metode N-
Gram dan Naive Bayes",Rekayasa pengetahuan dan ilmu data (Knowledge Engineering and Data Science),Klasifikasi sebagai Rekayasa pengetahuan dan ilmu data (Knowledge Engineering and Data Science)
"Deteksi kemiripan topik skripsi mahasiswa teknik informatika
jurusan Teknik Elektro Universitas Negeri Malang
menggunakan agglomerative hierarchical clustering",Game Technology and Machine Learning Applications,Klasifikasi sebagai Game Technology and Machine Learning Applications
"Hubungan antara literasi belajar TIK dan pola belajar TIK
teradap kompetensi belajar TIK di kelas pada siswa kelas X
Jurusan TIK SMKN Pasuruan",Rekayasa pengetahuan dan ilmu data (Knowledge Engineering and Data Science),Klasifikasi sebagai Rekayasa pengetahuan dan ilmu data (Knowledge Engineering and Data Science)
"Implementasi algoritma K-Means clustering pada rekam
medis penyakit liver",Game Technology and Machine Learning Applications,Klasifikasi sebagai Game Technology and Machine Learning Applications
"Implementasi algoritma K-Nearest Neighbors (KNN} pada
pola Klasifikasi penyakit tahunan di Kota Malang",Game Technology and Machine Learning Applications,Klasifikasi sebagai Game Technology and Machine Learning Applications
"Implementasi metode exponential smoothing untuk
peramalan harga pangan tingkat provinsi di Pulau Jawa",Rekayasa pengetahuan dan ilmu data (Knowledge Engineering and Data Science),Klasifikasi sebagai Rekayasa pengetahuan dan ilmu data (Knowledge Engineering and Data Science)
"Implementasi metode K-Nearest Neighbor untuk klasifikasi
nilai ujfan nasional berdasarkan nilai rapor",Rekayasa pengetahuan dan ilmu data (Knowledge Engineering and Data Science),Klasifikasi sebagai Rekayasa pengetahuan dan ilmu data (Knowledge Engineering and Data Science)
"Implementasi metode trend projection pada prediksi nilai
tukar petani subsektor tanaman pangan di Provinsi Jawa
Timur",Rekayasa pengetahuan dan ilmu data (Knowledge Engineering and Data Science),Klasifikasi sebagai Rekayasa pengetahuan dan ilmu data (Knowledge Engineering and Data Science)
